Id	*hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	rightArmItemType	leftArmItemType	canNotUseTwoHandedItems	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
clawviper7	595	clawviper1	clawviper8	4	PitViper	clawviper7		clawviper	ClawViperEx		SD	1	1												2	3		6	10	1	35	61	83	clawviper	clawviper	10	15	14	13				60	65	65	10	13	15	90	90	90	85	90	90	5	5	5	1	1	1	18	18	18	50	50	50	viper_bonespear									1	1									1			1	1							1					Charge	seq_serpentcharge	5																						100	75	50	-50	-45	-40	25		50				50		50			50	70		70	25	145	110	2				20	20	20	5	210	95	115	300				195	270	150	100	130	150	210	285	115	300				195	270	150	100	130	150	210	285	115	300				195	270	150	100	130	150	A1	mag	100	50	100		100	50	100		100	50	100		A2	pois	50	33	33	75	50	33	33	100	50	33	33	125															Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
clawviper8	596	clawviper1	clawviper9	0	Salamander	clawviper8		clawviper	ClawViperEx		SD	1	1												2	3		8	12	1	38	61	77	clawviper	clawviper	10	15	14	13				60	65	65	10	13	15	90	90	90	80	80	80	5	5	5	0	0	0	18	18	18	50	50	50	viper_fire									1	1									1			1	1							1					Charge	seq_serpentcharge	5																						100	75	50	-50	-45	-40			75		60				100		75		25		115	25		50	2				20	20	20	5	210	95	115	300				195	270	150	100	130	150	210	285	115	300	135	180		195	270	150	100	130	150	210	285	115	300	135	180		195	270	150	100	130	150	A1	fire	100	100	150		100	100	150		100	100	150		A2	fire	50	30	50		50	30	50		50	30	50																Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
clawviper9	597	clawviper1	clawviper10	1	TombViper	clawviper9		clawviper	ClawViperEx		SD	1	1												2	3		8	12	1	40	62	81	clawviper	clawviper	10	15	14	13				60	65	65	10	13	15	90	90	90	80	80	80	5	5	5	1	1	1	20	24	28	50	50	50	viper_poisjav									1	1									1			1	1							1					Charge	seq_serpentcharge	5																						100	75	50	-50	-45	-40				60		75				80		100	25		33	100		110	2				20	20	20	5	210	95	115	300	30	75		195	270	150	100	130	150	210	285	115	300	135	180		195	270	150	100	130	150	210	285	115	300	135	180		195	270	150	100	130	150	A1	pois	100	25	25	25	100	25	25	33	100	25	25	50	A2	pois	50	33	33	75	50	33	33	100	50	33	33	125															Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
clawviper10	598	clawviper1		1	SerpentMagus	clawviper10		clawviper	ClawViperEx		SD	1	1												2	3		9	14	1	41	63	85	clawviper	clawviper	10	15	14	13				60	65	65	10	13	15	90	90	90	80	80	80	5	5	5	2	2	2	18	18	18	50	50	50	viper_bonespear									1	1									1			1	1							1					Charge	seq_serpentcharge	5																						100	75	50	-50	-45	-40		40	20	20	20	20		60					25	70	33	25		115	2				20	20	20	5	210	95	115	300				225	330	150	100	130	150	210	285	115	300				225	330	150	100	130	150	210	285	115	300				225	330	150	100	130	150	A1	mag	100	50	100		100	50	100		100	50	100		A2	mag	100	50	100		100	50	100		100	50	100																Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
sandraider6	599	sandraider1	sandraider7	0	Marauder	sandraider6		sandraider	SandRaider		SR	1													2	3		15	15	1	33	59	66	sandraider	sandraider	10	15	9	7				40	40	40	10	10	10	95	95	95	80	80	80	5	5	5				50	50	50													1	1									1			1	1							1					Fire Hit	seq_sandraiderflurry	6																						100	75	66	-50	-45	-40			80	50					100	70			35		120	85	40		2				35	35	35	5	360	150	100	360	240	330	150	330	420	180	80	100	250	360	450	100	360	240	330	150	330	420	180	80	100	250	360	450	100	360	240	330	150	330	420	180	80	100	250	S1	fire	100	100	130		100	100	130		100	100	130																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
sandraider7	600	sandraider1	sandraider8	1	Infidel	sandraider7		sandraider	SandRaider		SR	1													2	3		15	15	1	36	60	72	sandraider	sandraider	10	15	9	7				45	40	40	10	10	10	95	95	95	80	80	80	5	5	5	1	1	1	50	50	50													1	1									1			1	1							1					Fire Hit	seq_sandraiderflurry	7																						100	75	66	-50	-45	-40													35		50	50	150	25	2				35	35	35	5	360	150	100	360	240	330	150	330	420	180	80	100	250	360	450	100	360	240	330	150	330	420	180	80	100	250	360	450	100	360	240	330	150	330	420	180	80	100	250	S1	cold	100	100	130	250	100	100	130	250	100	100	130	250																													Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
sandraider8	601	sandraider1	sandraider9	4	SandRaider	sandraider8		sandraider	SandRaider		SR	1													2	3		15	15	1	39	61	78	sandraider	sandraider	10	15	9	7				50	40	35	10	10	10	95	95	95	80	80	80	5	5	5				50	50	50													1	1									1			1	1							1					Fire Hit	seq_sandraiderflurry	8																						100	75	66	-50	-45	-40													35		125	50	50	25	2				35	35	35	5	360	150	100	360	240	330	150	330	420	180	80	100	250	360	450	100	360	240	330	150	330	420	180	80	100	250	360	450	100	360	240	330	150	330	420	180	80	100	250	S1	fire	100	100	130		100	100	130		100	100	130																														Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
sandraider9	602	sandraider1	sandraider10	3	Invader	sandraider9		sandraider	SandRaider		SR	1													2	3		15	15	1	40	62	82	sandraider	sandraider	10	15	9	7				55	40	35	10	10	10	95	95	95	80	80	80	5	5	5	1	1	1	50	50	50													1	1									1			1	1							1					Fire Hit	seq_sandraiderflurry	9																						100	75	66	-50	-45	-40													35		50	50	160	25	2				35	35	35	5	360	150	100	360	240	330	150	330	420	180	80	100	250	360	450	100	360	240	330	150	330	420	180	80	100	250	360	450	100	360	240	330	150	330	420	180	80	100	250	S1	cold	100	100	130	250	100	100	130	250	100	100	130	250																													Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
sandraider10	603	sandraider1		2	Assailant	sandraider10		sandraider	SandRaider		SR	1													2	3		15	15	1	41	63	84	sandraider	sandraider	10	15	9	7				60	40	35	10	10	10	95	95	95	80	80	80	5	5	5				50	50	50													1	1									1			1	1							1					Fire Hit	seq_sandraiderflurry	10																						100	75	66	-50	-45	-40													35		130	50	50	25	2				35	35	35	5	360	150	100	360	240	330	150	330	420	180	80	100	250	360	450	100	360	240	330	150	330	420	180	80	100	250	360	450	100	360	240	330	150	330	420	180	80	100	250	S1	fire	100	100	130		100	100	130		100	100	130																														Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
deathmauler6	604	deathmauler1		0	Death Mauler1	deathmauler1		deathmauler	DeathMauler		m5	1													4	5		4	4	1	32	49	74	deathmauler	deathmauler	10	15	15	15				75	75	75	65	65	65	21	21	21	90	90	90																						1													1	1						1						DeathMaul	seq_deathmaulerdig	1																						100	85	75	-50	-40	-33													25		15	100	15	15	2				50	50	50	5	369	152	126	459	153	228	251							345	435	95	315	225	420	115							345	435	95	315	225	420	115																																																	Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
quillrat6	605	quillrat1	quillrat7	0	QuillRat	quillrat1	quillrat6	quillrat	QuillRat		SI	1	1												3	4		6	6	1	32	58	80	quillrat	quillrat	10	15	12	9				15	20	26	60	85	95				3	3	3														spike6								1													1	1																																				100	100	100	-50	-40	-33									40				33		100	50	25	33	2				3	3	3	5	270	120	84	213	153	303	101	90	150	100				270	360	80	210	90	225	65	90	150	100				270	360	80	210	90	225	65	90	150	100				A2	pois	15	30	30	25	15	30	30	33	15	30	30	66																													Quill 1	Act 1 Champ A	Act 1 Unique A		Quill 1 (N)	Act 5 (N) Champ A	Act 5 (N) Unique A		Quill 1 (H)	Act 5 (H) Champ A	Act 5 (H) Unique A								0
quillrat7	606	quillrat1	quillrat8	1	SpikeFiend	quillrat1	quillrat7	quillrat	QuillRat		SI	1	1												3	4		6	6	1	32	58	80	quillrat	quillrat	10	15	12	9				15	20	26	60	85	95				3	3	3														spike6								1													1	1																																				100	100	100	-50	-40	-33											50		33		25	50	100	33	2				3	3	3	5	270	120	84	213	153	303	101	90	150	100				270	360	80	210	90	225	65	90	150	100				270	360	80	210	90	225	65	90	150	100				A2	pois	15	30	30	25	15	30	30	33	15	30	30	66																													Quill 1	Act 1 Champ A	Act 1 Unique A		Quill 1 (N)	Act 5 (N) Champ A	Act 5 (N) Unique A		Quill 1 (H)	Act 5 (H) Champ A	Act 5 (H) Unique A								0
quillrat8	607	quillrat1		4	RazorSpine	quillrat1	quillrat8	quillrat	QuillRat		SI	1	1												3	4		6	6	1	32	58	80	quillrat	quillrat	10	15	12	9				15	20	26	60	85	95				3	3	3														spike6								1													1	1																																				100	100	100	-50	-40	-33											50		33		25	100	75	33	2				3	3	3	5	270	120	84	213	153	303	101	90	150	100				270	360	80	210	90	225	65	90	150	100				270	360	80	210	90	225	65	90	150	100				A2	pois	15	30	30	25	15	30	30	33	15	30	30	66																													Quill 1	Act 1 Champ A	Act 1 Unique A		Quill 1 (N)	Act 5 (N) Champ A	Act 5 (N) Unique A		Quill 1 (H)	Act 5 (H) Champ A	Act 5 (H) Unique A								0
vulture5	608	vulture1		0	CarrionBird	vulture1		vulture	Vulture		VD	1													1	3		4	4	1	14	58	80	vulture	vulture	10	15	13	11				90	90	95	8	8	8	75	65	50	30	30	30	70	70	70																			1													1	1																																				100	100	100	-50	-40	-33												80	10				33	100	2				15	15	15	5	201	107	84	249	273	363	94							180	270	85	240	240	330	85							180	270	85	240	240	330	85							A1	pois	25	33	33	50	25	33	33	75	25	33	33	100																													Swarm 1	Act 2 Champ A	Act 2 Unique A		Swarm 1 (N)	Act 5 (N) Champ A	Act 5 (N) Unique A		Swarm 1 (H)	Act 5 (H) Champ A	Act 5 (H) Unique A						1	1	0
thornhulk5	609	thornhulk1		0	ThornedHulk	thornhulk1		thornhulk	ThornHulk		TH	1													1	2		6	6	1	27	58	80	thornhulk	thornhulk	10	15	13	12				100	100	100	15	15	15	10	10	10	55	55	55	5	3	1	5	5	5																1	1												1	1							1					MonFrenzy	A2	5																						100	85	75	-50	-40	-33													66			100	40	66	4				27	27	27	5	456	247	84	399	267	444	93	231	444	93				570	750	140	390	270	480	140	225	450	180				570	750	140	390	270	480	140	225	450	180				A2	stun	100			7	100			7	100			7																													Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
slinger7	610	slinger1	slinger8	0	Slinger	slinger1		pantherwoman	PantherJavelin		PW	1	1												3	4		12	16	1	19	58	80	slinger	slinger	10	15	13	12				90	90	90	85	85	85	9	9	9	25	25	25	12	12	12	20	24	28							pantherjav5									1										1			1	1																																				100	100	100	-50	-40	-33													25		110	15	15	15	2				19	19	19	5	159	86	58	201	141	348	93							165	255	95	240	150	240	125							165	255	95	240	150	240	125							A1	ltng	100	40	60		100	40	60		100	40	60																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
slinger8	611	slinger1	slinger9	1	Slinger	slinger1		pantherwoman	PantherJavelin		PW	1	1												3	4		12	16	1	19	59	81	slinger	slinger	10	15	13	12				90	90	90	85	85	85	9	9	9	25	25	25	12	12	12	20	24	28							pantherjav5									1										1			1	1																																				100	100	100	-50	-40	-33									25		50		25		50	15	150	15	2				19	19	19	5	159	86	58	201	141	348	93							165	255	95	240	150	240	125							165	255	95	240	150	240	125							A1	cold	100	40	60	50	100	40	60	100	100	40	60	150																													Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
slinger9	612	slinger1		1	Slinger	slinger1		pantherwoman	PantherJavelin		PW	1	1												3	4		12	16	1	19	60	81	slinger	slinger	10	15	13	12				90	90	90	85	85	85	9	9	9	25	25	25	12	12	12	20	24	28							pantherjav5									1										1			1	1																																				100	100	100	-50	-40	-33								25	25	25	25	50	25		50	50	50	100	2				19	19	19	5	159	86	58	201	141	348	93							165	255	95	240	150	240	125							165	255	95	240	150	240	125							A1	fire	100	40	60		100	40	60		100	40	60																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
cr_archer6	613	cr_archer1	cr_archer7	1	VileArcher	cr_archer1		corruptrogue	CorruptArcher		CR	1	1												3	4		8	12	1	5	59	81	cr_archer	cr_archer	10	15	13	11				70	75	80	80	92	95	12	10	9	35	45	55	24	24	24	20	25	30	15	15	15	16	16	16										1								1		1			1	1												MonBow	A1	1	MonFireArrow	A1	9	MonExplodingArrow	A1	7																100	100	100	-50	-40	-33									50	25			15		115	50		15	2				15	15	15	5	279	131	84	273	90	180	255							165	285	90	300	90	180	150							165	285	90	300	90	180	150																																																	Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
cr_archer7	614	cr_archer1		2	DarkArcher	cr_archer1		corruptrogue	CorruptArcher		CR	1	1												3	4		8	12	1	5	61	82	cr_archer	cr_archer	10	15	13	11				70	75	80	80	92	95	12	10	9	35	45	55	24	24	24	20	25	30	15	15	15	16	16	16										1								1		1			1	1												MonBow	A1	1	MonColdArrow	A1	9	MonFreezingArrow	A1	7																100	100	100	-50	-40	-33									25	25	50		15		50	50	140	15	2				15	15	15	5	279	131	84	273	90	180	255							165	285	90	300	90	180	150							165	285	90	300	90	180	150																																																	Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
cr_lancer6	615	cr_lancer1	cr_lancer7	1	VileLancer	cr_lancer1		corruptrogue	CorruptLancer		CR	1													3	4		8	12	1	5	59	81	cr_lancer	cr_lancer	10	15	13	12				70	70	70	80	85	90	8	7	6	0	45	60	15	12	10	20	25	30	20	20	20													1	1							1		1			1	1												Jab	seq_crlancerjab	3	MonPowerStrike	A1	9																			100	100	100	-50	-40	-33										50	25		33		25	100	50	15	2				6	6	6	5	255	124	84	273	228	453	91				60	90	120	240	345	95	255	195	390	140				60	90	120	240	345	95	255	195	390	140				60	90	120																																											Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
cr_lancer7	616	cr_lancer1	cr_lancer8	2	DarkLancer	cr_lancer1		corruptrogue	CorruptLancer		CR	1													3	4		8	12	1	5	59	81	cr_lancer	cr_lancer	10	15	13	12				70	70	70	80	85	90	8	7	6	0	45	60	15	12	10	20	25	30	20	20	20													1	1							1		1			1	1												Jab	seq_crlancerjab	3	MonIceSpear	A1	5																			100	100	100	-50	-40	-33										50	25		33		25	100	50	15	2				6	6	6	5	255	124	84	273	228	453	91				60	90	120	240	345	95	255	195	390	140				60	90	120	240	345	95	255	195	390	140				60	90	120																																											Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
cr_lancer8	617	cr_lancer1		3	BlackLancer	cr_lancer1		corruptrogue	CorruptLancer		CR	1													3	4		8	12	1	5	59	81	cr_lancer	cr_lancer	10	15	13	12				70	70	70	80	85	90	8	7	6	0	45	60	15	12	10	20	25	30	20	20	20													1	1							1		1			1	1												Jab	seq_crlancerjab	3	MonPowerStrike	A1	9																			100	100	100	-50	-40	-33										50	25		33		25	100	50	15	2				6	6	6	5	255	124	84	273	228	453	91				60	90	120	240	345	95	255	195	390	140				60	90	120	240	345	95	255	195	390	140				60	90	120																																											Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
blunderbore5	618	blunderbore1	blunderbore6	0	Blunderbore	blunderbore1	blunderbore	blunderbore	PinHead	stun attack	PN	1													1	2		6	6	1	18	59	81	pinhead	pinhead	10	15	13	12				90	95	97	7	7	7	95	95	95	5	5	5	65	65	70																			1	1							1		1			1	1												Smite	seq_pinheadsmite	1																						100	100	100	-50	-40	-33							40		15	15	15		75		33	33	33		3				24	24	24	5	324	193	84	342	228	402	160	351	453	92				600	780	80	390	270	420	160	360	465	100				600	780	80	390	270	420	160	360	465	100																																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
blunderbore6	619	blunderbore1		2	Mauler	blunderbore1	blunderbore	blunderbore	PinHead	stun attack	PN	1													1	2		6	6	1	18	59	81	pinhead	pinhead	10	15	13	12				90	95	97	7	7	7	95	95	95	5	5	5	65	65	70																			1	1							1		1			1	1												Smite	seq_pinheadsmite	1																						100	100	100	-50	-40	-33							40		15	15	15		75		33	33	33		3				24	24	24	5	324	193	84	342	228	402	160	351	453	92				600	780	80	390	270	420	160	360	465	100				600	780	80	390	270	420	160	360	465	100																																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
skmage_fire5	620	skmage_fire1	skmage_fire6	1	ReturnedMage	skmage_fire1		skeleton	SkeletonMage		SK	1	1												2	3		6	6	1	8	59	81	sk_mage	sk_mage	10	15	13	12				35	65	85	15	18	20	30	30	30	5	6	7	0	30	50	15	18	20	20	20	20	5	5	5	skmagefire									1						1				1			1	1												SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25			30			50			75			100	33		125		50	110	2				15	15	15	5	168	84	84	168										165	240	90	330										165	240	90	330										A1	fire	100	75	100		100	100	175		100	100	175																														Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
skmage_fire6	621	skmage_fire1		3	BurningDeadMage	skmage_fire1		skeleton	SkeletonMage		SK	1	1												2	3		6	6	1	8	59	81	sk_mage	sk_mage	10	15	13	12				35	65	85	15	18	20	30	30	30	5	6	7	0	30	50	15	18	20	20	20	20	5	5	5	skmagefire									1						1				1			1	1												SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25			30			50			75			100	33		130		50	110	2				15	15	15	5	168	84	84	168										165	240	90	330										165	240	90	330										A1	fire	100	75	100		100	100	175		100	100	175																														Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
skmage_ltng5	622	skmage_ltng1	skmage_ltng6	1	ReturnedMage	skmage_ltng1		skeleton	SkeletonMage		SK	1	1												2	3		6	6	1	8	59	81	sk_mage	sk_mage	10	15	13	12				35	65	85	15	18	20	30	30	30	5	6	7	0	30	50	15	18	20	20	20	20	5	5	5	skmageltng									1						1				1			1	1												SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25				30		50				75		100	33	50		120		110	2				15	15	15	5	168	84	84	168										165	240	90	330										165	240	90	330										A1	ltng	100	60	120		100	80	190		100	80	190																														Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
skmage_ltng6	623	skmage_ltng1		3	HorrorMage	skmage_ltng1		skeleton	SkeletonMage		SK	1	1												2	3		6	6	1	8	59	81	sk_mage	sk_mage	10	15	13	12				35	65	85	15	18	20	30	30	30	5	6	7	0	30	50	15	18	20	20	20	20	5	5	5	skmageltng									1						1				1			1	1												SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25				30		50				75		100	33	50		130		110	2				15	15	15	5	168	84	84	168										165	240	90	330										165	240	90	330										A1	ltng	100	60	120		100	80	190		100	80	190																														Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
skmage_cold5	624	skmage_cold1		2	BoneMage	skmage_cold1		skeleton	SkeletonMage		SK	1	1												2	3		6	6	1	15	61	82	sk_mage	sk_mage	10	15	13	12				35	65	85	15	18	20	30	30	30	5	6	7	0	30	50	15	18	20	20	20	20	5	5	5	skmagecold									1						1				1			1	1												SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25					30	50					75	100	33		50		160	110	2				15	15	15	5	168	84	84	168										165	240	90	330										165	240	90	330										A1	cold	100	50	80	50	100	90	150	100	100	90	150	150																													Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
skmage_pois5	625	skmage_pois1	skmage_pois6	4	HorrorMage	skmage_pois1		skeleton	SkeletonMage		SK	1	1												2	4		5	5	2	17	47	78	sk_mage	sk_mage	10	15	15	15				35	65	85	9	10	11	30	30	30	5	6	7	0	30	50	18	17	16	20	20	20	5	5	5	skmagepois									1						1				1			1	1												SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25						70						60	33					75	2				17	17	17	5	168	81	84	165										165	240	90	330										165	240	90	330										A1	pois	100	33	33	100	100	40	40	100	100	40	40	100																													Act 2 Cast B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) Cast B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) Cast B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
skmage_pois6	626	skmage_pois1		0	HorrorMage	skmage_pois1		skeleton	SkeletonMage		SK	1	1												2	4		5	5	2	17	47	78	sk_mage	sk_mage	10	15	15	15				35	65	85	9	10	11	30	30	30	5	6	7	0	30	50	18	17	16	20	20	20	5	5	5	skmagepois									1						1				1			1	1												SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25						70						60	33					75	2				17	17	17	5	168	81	84	165										165	240	90	330										165	240	90	330										A1	pois	100	33	33	100	100	40	40	100	100	40	40	100																													Act 2 Cast B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) Cast B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) Cast B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
